"month","year","dx_name","num_dx_records","num_dx_patients","tot_num_dx_records","tot_num_dx_patients","date","pct_rec","pct_pts","months_since_2017","sin_3","cos_3","sin_6","cos_6","sin_12","cos_12"
1,2017,"abducent nerve palsy",3726,3227,8708146,2677668,2017-01-01,427.875233143771,120.515314071797,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"abnormal innervation syndrome",43,37,8708146,2677668,2017-01-01,4.9379052670913,1.38179938663046,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"accommodation disorders",1005,965,8708146,2677668,2017-01-01,115.409181242483,36.038821840497,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"acute postop pain NEC",86,65,8708146,2677668,2017-01-01,9.87581053418259,2.4274854089454,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"amblyopia, deprivation",1477,1354,8708146,2677668,2017-01-01,169.611304174275,50.566388364801,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"amblyopia, refractive",17924,16774,8708146,2677668,2017-01-01,2058.30265133359,626.440619225386,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"amblyopia, strabismic",8582,7921,8708146,2677668,2017-01-01,985.514023306454,295.817106527023,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"amblyopia, suspect",1859,1738,8708146,2677668,2017-01-01,213.47827654704,64.907225242263,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"amblyopia, unspec",21681,19525,8708146,2677668,2017-01-01,2489.73776966992,729.179270917828,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"angoid streaks of macula",642,604,8708146,2677668,2017-01-01,73.7240739877352,22.556941338508,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"anisometropia/aniseikonia",5796,5374,8708146,2677668,2017-01-01,665.583696001422,200.697024425732,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"anterior synechiae (iris)",1114,852,8708146,2677668,2017-01-01,127.926196919528,31.8187318218689,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"anterior uveitis - acute, other/unspec",5395,4277,8708146,2677668,2017-01-01,619.53485851064,159.728539908607,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"anterior uveitis - acute, primary",12077,8593,8708146,2677668,2017-01-01,1386.86237001539,320.913571062581,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"anterior uveitis - acute, recurrent",6577,4938,8708146,2677668,2017-01-01,755.269835852545,184.414199221113,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"anterior uveitis - chronic",7621,6168,8708146,2677668,2017-01-01,875.157582337274,230.349692344234,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"anterior uveitis - other",14055,10909,8708146,2677668,2017-01-01,1614.00601230159,407.406743479774,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"aphakia",11576,9200,8708146,2677668,2017-01-01,1329.33003190346,343.582550189194,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"aphakic bullous k post-cataract surg",59,44,8708146,2677668,2017-01-01,6.7752653664741,1.64322089220919,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"astigmatism",240816,211138,8708146,2677668,2017-01-01,27654.1068558106,7885.14483498328,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"background retinopathy, unspec",737,685,8708146,2677668,2017-01-01,84.6333995778206,25.5819616173476,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - choroid",52651,46107,8708146,2677668,2017-01-01,6046.17791203776,1721.90876538839,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - ciliary body",2261,1848,8708146,2677668,2017-01-01,259.641949044033,69.015277472786,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - conjunctiva",2211,1841,8708146,2677668,2017-01-01,253.900198733462,68.7538559672073,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - cornea",117,92,8708146,2677668,2017-01-01,13.4356957267368,3.43582550189194,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - eyelid",15847,12653,8708146,2677668,2017-01-01,1819.79034343246,472.538044298248,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - lacrimal",54,44,8708146,2677668,2017-01-01,6.20109033541698,1.64322089220919,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - orbit",839,565,8708146,2677668,2017-01-01,96.346570211386,21.1004500931407,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - retina",985,890,8708146,2677668,2017-01-01,113.112481118254,33.2378771378677,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"benign neoplasm - unspec",1451,1151,8708146,2677668,2017-01-01,166.625594012778,42.9851647030177,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"blebitis",357,207,8708146,2677668,2017-01-01,40.9960972174789,7.73060737925688,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"blepharitis",279536,117140,8708146,2677668,2017-01-01,32100.518296317,4374.70216621329,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"blepharochalasis",12747,5981,8708146,2677668,2017-01-01,1463.80182417704,223.366003552345,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"blepharophimosis",202,97,8708146,2677668,2017-01-01,23.1966712547079,3.6225551487339,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"blepharospasm",4327,4017,8708146,2677668,2017-01-01,496.891071876838,150.018598272825,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"BRAO",5322,4686,8708146,2677668,2017-01-01,611.151903057206,175.003025020279,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"BRVO",54720,44387,8708146,2677668,2017-01-01,6283.7715398892,1657.67376687476,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"burn, corneal/conjunctival sac",388,239,8708146,2677668,2017-01-01,44.5559824100331,8.92567711904538,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"burn, eyelid/periocular",51,37,8708146,2677668,2017-01-01,5.8565853167827,1.38179938663046,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"burn, other/unspec",84,53,8708146,2677668,2017-01-01,9.64614052175974,1.97933425652471,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"carcinoma in situ - eye",101,77,8708146,2677668,2017-01-01,11.598335627354,2.87563656136608,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"carcinoma in situ - eyelid",101,84,8708146,2677668,2017-01-01,11.598335627354,3.13705806694482,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"cataract, age-related",1279589,890705,8708146,2677668,2017-01-01,146941.610763072,33264.2060180724,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
1,2017,"cataract, infantile/juvenile",2775,2150,8708146,2677668,2017-01-01,318.667142236706,80.29374814204,1,0.866026288313015,-0.499998467948436,0.866024961519134,0.500000766025195,0.499999616987256,0.866025624916837
